komishinichatti	ኮሚሺኒቸቲ
obbo	ኦብቦ
mokonnin	ሞኮኒን
gumaadhaan	ግማዳን
booda	ቦደ
gosti	ጎስቲ
lamaan	ለማን
kan	ከን
walfuudhu	ወልፉዱ
yoo	ዮ
ta	ተ
e	ኤ
walirraa	ወሊራ
fuudha	ፉዳ
firooma	ፊሮመ
cima	ጪመ
malee	መሌ
diinummaan	ዲኑማን
hin	ሂን
yaadamu	ያደሙ
duudhaan	ዱዳን
gumaadhaan	ግማዳን
araara	አራረ
buusuu	ቡሱ
kuni	ኩኒ
hambaa	ሀምባ
aadaa	ኣዳ
oromoon	ኦሮሞን
qabu	ቀቡ
kan	ከን
akkuma	አኩመ
guddifachaa	ግዲፈቻ
naannolee	ናኖሌ
biraattis	ቢራቲስ
babal	በበል
ataa	አታ
jirudha	ጂሩዳ
jedhan	ጄዳን
qorataan	ቆረታን
seenaa	ሴና
obbo	ኦብቦ
alamaayyoo	አለማዮ
hayilee	ሀይሌ
gumaan	ግማን
kuni	ኩኒ
aadaa	ኣዳ
miidhagaadha	ሚዳጋዳ
ummanni	ኡመኒ
oromoo	ኦሮሞ
kuni	ኩኒ
sodaa	ሶዳ
waaqaa	ዋቃ
qaba	ቀበ
lubbuu	ሉቡ
inni	ኢኒ
uume	ኡሜ
ati	አቲ
yoo	ዮ
balleesite	በሌሲቴ
xuuriidha	ጡሪዳ
cubbuudha	ጩቡዳ
oromoonimmoo	ኦሮሞኒሞ
waan	ዋን
hundumarra	ሁንዱመረ
cubbuu	ጩቡ
nisodaata	ኒሶዳተ
jedhan	ጄዳን
gumaan	ግማን
guutuu	ጉቱ
oromiyaatti	ኦሮሚያቲ
kan	ከን
hojiirra	ሆጂረ
oolaa	ኦኦላ
jiruu	ጂሩ
fi	ፊ
adeemsa	አዴምሰ
gumaa	ግማ
baasisuu	ባሲሱ
irratti	ኢረቲ
garuu	ገሩ
bakka	በከ
bakkatti	በከቲ
garaagarummaa	ገራገሩማ
akka	አከ
qabus	ቀቡስ
himan	ሂመን
obbo	ኦብቦ
alamaayyoon	አለማዮን
garaagarummaan	ገራገሩማን
haala	ሃለ
kennaati	ኬናቲ
yeroo	ዬሮ
murteessan	ሙርቴሰን
baalani	ባለኒ
moo	ሞ
maalani	ማለኒ
jedhanii	ጄዳኒ
gaafatu	ጋፈቱ
birriidhaanimoo	ቢሪኢዳኒሞ
horiidhaani	ሆሪዳኒ
jechuudha	ጄቹዳ
bakka	በከ
loonin	ሎኒን
gumaa	ግማ
kanfaluu	ከንፈሉ
hin	ሂን
dandeenyetti	ደንዴኜቲ
birriidhaan	ቢሪኢዳን
kanfalama	ከንፈለመ
jedhan	ጄዳን
godina	ጎዲነ
shawaa	ሸዋ
kaabaa	ካባ
aanaa	ኣና
waacaaleetti	ዋጫሌቲ
lafti	ለፍቲ
gumaan	ግማን
itti	ኢቲ
bahu	በሁ
boolla	ቦላ
dhiigaa	ዲጋ
jedhamu	ጄዳሙ
jira	ጂረ
wiirtuu	ዊርቱ
gumaan	ግማን
itti	ኢቲ
bahu	በሁ
kanatti	ከነቲ
waggoota	ወጎኦተ
darban	ደርበን
namoota	ነሞተ
lubbuu	ሉቡ
namaa	ነማ
balleessan	በሌሰን
jaarsa	ጃርሰ
tahanii	ተሀኒ
gumaa	ግማ
baasisaa	ባሲሳ
kan	ከን
jiran	ጂረን
obbo	ኦብቦ
mokonnin	ሞኮኒን
magarsaa	መገርሳ
adeemsa	አዴምሰ
gumaan	ግማን
ittii	ኢቲ
baafamu	ባፈሙ
akkanatti	አከነቲ
himu	ሂሙ
namni	ነምኒ
tokko	ቶኮ
itti	ኢቲ
yaadees	ያዴስ
haa	ሃ
ta	ተ
u	ኡ
tasa	ተሰ
yoo	ዮ
lubbuu	ሉቡ
namaa	ነማ
balleesse	በሌሴ
gosti	ጎስቲ
nama	ነመ
sanii	ሰኒ
dafanii	ደፈኒ
kallacha	ከላቸ
baasisee	ባሲሴ
ulfaa	ኡልፋ
baasee	ባሴ
jaarsa	ጃርሰ
biyyaa	ቢያ
kadhata	ከዳተ
elemtuu	ኤሌምቱ
qabatanii	ቀበተኒ
gaadii	ጋዲ
harkatti	ሀርከቲ
qabatanii	ቀበተኒ
farda	ፈርደ
luugamanii	ሉገመኒ
qotiyyoo	ቆቲዮ
camadanii	ጨመደኒ
dhugaa	ዱጋ
lubbuu	ሉቡ
saniitiif	ሰኒቲፍ
guyyaa	ግያ
sadii	ሰዲ
kadhatu	ከዳቱ
jedhan	ጄዳን
gosti	ጎስቲ
kuni	ኩኒ
warra	ወረ
namni	ነምኒ
isaanii	ኢሳኒ
jalaa	ጀላ
du	ዱ
e	ኤ
kana	ከነ
yoo	ዮ
kadhatanis	ከዳተኒስ
waan	ዋን
jedhanii	ጄዳኒ
kadhatantu	ከዳተንቱ
jira	ጂረ
isin	ኢሲን
warri	ወሪ
namni	ነምኒ
isin	ኢሲን
jalaa	ጀላ
miidhame	ሚዳሜ
nuuf	ኑፍ
qabbanaa	ቀበና
aa	ኣ
dhugaa	ዱጋ
lubbuu	ሉቡ
bade	በዴ
kanaa	ከና
olqabnaafi	ኦልቀብናፊ
dhugaa	ዱጋ
kana	ከነ
nurraa	ኑራ
fudhaa	ፉዳ
jedhanii	ጄዳኒ
gosa	ጎሰ
miidhamaa	ሚዳማ
sanii	ሰኒ
kadhatu	ከዳቱ
saniin	ሰኒን
booda	ቦደ
maanguddoonni	ማንግዶኒ
biyyaa	ቢያ
gidduu	ጊዱ
seenanii	ሴነኒ
hamma	ሀመ
gumaan	ግማን
bahutti	በሁቲ
balaan	በላን
dabalataa	ደበለታ
gidduu	ጊዱ
isaaniitti	ኢሳኒቲ
hin	ሂን
dabalamne	ደበለምኔ
tumaa	ቱማ
tumu	ቱሙ
jedhan	ጄዳን
obbo	ኦብቦ
mokonnin	ሞኮኒን
erga	ኤርገ
lubbuun	ሉቡን
nama	ነመ
keessanii	ኬሰኒ
isaan	ኢሳን
harkatti	ሀርከቲ
badee	በዴ
isaanis	ኢሳኒስ
isin	ኢሲን
kadhatani	ከዳተኒ
adaraa	አደራ
caffee	ጨፌ
tumaa	ቱማ
adaraa	አደራ
odaa	ኦዳ
nabee	ነቤ
waaqaa	ዋቃ
lafaan	ለፋን
isin	ኢሲን
kadhanna	ከዳነ
kan	ከን
aartan	ኣርተን
aara	ኣረ
qabbaneefadha	ቀበኔፈዳ
immimmaan	ኢሚማን
haqadhaa	ሀቀዳ
dhugaa	ዱጋ
lubbuu	ሉቡ
kanaa	ከና
olqabna	ኦልቀብነ
jedhanii	ጄዳኒ
dhugaa	ዱጋ
fudhadhaa	ፉዳዳ
jedhuuni	ጄዱኒ
jaarsoliin	ጃርሶሊን
namni	ነምኒ
lubbuu	ሉቡ
baase	ባሴ
suni	ሱኒ
yoo	ዮ
too	ቶ
annaa	አና
seeraa	ሴራ
jala	ጀለ
oole	ኦኦሌ
yeroo	ዬሮ
adabbii	አደቢ
seeraa	ሴራ
fixate	ፊጠቴ
bahutti	በሁቲ
namni	ነምኒ
waan	ዋን
kana	ከነ
hordofee	ሆርዶፌ
gumaa	ግማ
baasisu	ባሲሱ
ni	ኒ
ramadama	ረመደመ
adeemsi	አዴምሲ
seeraa	ሴራ
fi	ፊ
gumaa	ግማ
baasuu	ባሱ
kuni	ኩኒ
garuu	ገሩ
amma	አመ
fooyya	ፎየ
uus	ኡስ
himan	ሂመን
obbo	ኦብቦ
mokonnin	ሞኮኒን
duraan	ዱራን
namni	ነምኒ
lubbuu	ሉቡ
baase	ባሴ
suni	ሱኒ
adabbii	አደቢ
seeraa	ሴራ
hanga	ሀንገ
fixate	ፊጠቴ
bahutti	በሁቲ
eegameeti	ኤገሜቲ
waggaa	ወጋ
dheeraan	ዴራን
booda	ቦደ
gumaan	ግማን
kan	ከን
bahu	በሁ
amma	አመ
garuu	ገሩ
mootummaan	ሞቱማን
fooyyesseera	ፎዬሴረ
namni	ነምኒ
lubbuu	ሉቡ
baase	ባሴ
suni	ሱኒ
mana	መነ
adabaatii	አደባቲ
dhufee	ዱፌ
gumaa	ግማ
baasee	ባሴ
adabbii	አደቢ
seeraa	ሴራ
isaatti	ኢሳቲ
deebi	ዴቢ
jedhan	ጄዳን
godina	ጎዲነ
shawaa	ሸዋ
kaabaa	ካባ
aanaa	ኣና
waacaaleetti	ዋጫሌቲ
lafti	ለፍቲ
gumaan	ግማን
itti	ኢቲ
bahu	በሁ
boolla	ቦላ
dhiigaa	ዲጋ
jedhamu	ጄዳሙ
jira	ጂረ
wiirtuu	ዊርቱ
gumaan	ግማን
itti	ኢቲ
bahu	በሁ
kanatti	ከነቲ
waggoota	ወጎኦተ
darban	ደርበን
namoota	ነሞተ
lubbuu	ሉቡ
namaa	ነማ
balleessan	በሌሰን
jaarsa	ጃርሰ
tahanii	ተሀኒ
gumaa	ግማ
baasisaa	ባሲሳ
kan	ከን
jiran	ጂረን
obbo	ኦብቦ
mokonnin	ሞኮኒን
magarsaa	መገርሳ
adeemsa	አዴምሰ
gumaan	ግማን
ittii	ኢቲ
baafamu	ባፈሙ
akkanatti	አከነቲ
himu	ሂሙ
namni	ነምኒ
tokko	ቶኮ
itti	ኢቲ
yaadees	ያዴስ
haa	ሃ
ta	ተ
u	ኡ
tasa	ተሰ
yoo	ዮ
lubbuu	ሉቡ
namaa	ነማ
balleesse	በሌሴ
gosti	ጎስቲ
nama	ነመ
sanii	ሰኒ
dafanii	ደፈኒ
kallacha	ከላቸ
baasisee	ባሲሴ
ulfaa	ኡልፋ
baasee	ባሴ
jaarsa	ጃርሰ
biyyaa	ቢያ
kadhata	ከዳተ
elemtuu	ኤሌምቱ
qabatanii	ቀበተኒ
gaadii	ጋዲ
harkatti	ሀርከቲ
qabatanii	ቀበተኒ
farda	ፈርደ
luugamanii	ሉገመኒ
qotiyyoo	ቆቲዮ
camadanii	ጨመደኒ
dhugaa	ዱጋ
lubbuu	ሉቡ
saniitiif	ሰኒቲፍ
guyyaa	ግያ
sadii	ሰዲ
kadhatu	ከዳቱ
jedhan	ጄዳን
gosti	ጎስቲ
kuni	ኩኒ
warra	ወረ
namni	ነምኒ
isaanii	ኢሳኒ
jalaa	ጀላ
du	ዱ
e	ኤ
kana	ከነ
yoo	ዮ
kadhatanis	ከዳተኒስ
waan	ዋን
jedhanii	ጄዳኒ
kadhatantu	ከዳተንቱ
jira	ጂረ
isin	ኢሲን
warri	ወሪ
namni	ነምኒ
isin	ኢሲን
jalaa	ጀላ
miidhame	ሚዳሜ
nuuf	ኑፍ
qabbanaa	ቀበና
aa	ኣ
dhugaa	ዱጋ
lubbuu	ሉቡ
bade	በዴ
kanaa	ከና
olqabnaafi	ኦልቀብናፊ
dhugaa	ዱጋ
kana	ከነ
nurraa	ኑራ
fudhaa	ፉዳ
jedhanii	ጄዳኒ
gosa	ጎሰ
miidhamaa	ሚዳማ
sanii	ሰኒ
kadhatu	ከዳቱ
saniin	ሰኒን
booda	ቦደ
maanguddoonni	ማንግዶኒ
biyyaa	ቢያ
gidduu	ጊዱ
seenanii	ሴነኒ
hamma	ሀመ
gumaan	ግማን
bahutti	በሁቲ
balaan	በላን
dabalataa	ደበለታ
gidduu	ጊዱ
isaaniitti	ኢሳኒቲ
hin	ሂን
dabalamne	ደበለምኔ
tumaa	ቱማ
tumu	ቱሙ
jedhan	ጄዳን
obbo	ኦብቦ
mokonnin	ሞኮኒን
erga	ኤርገ
lubbuun	ሉቡን
nama	ነመ
keessanii	ኬሰኒ
isaan	ኢሳን
harkatti	ሀርከቲ
badee	በዴ
isaanis	ኢሳኒስ
isin	ኢሲን
kadhatani	ከዳተኒ
adaraa	አደራ
caffee	ጨፌ
tumaa	ቱማ
adaraa	አደራ
odaa	ኦዳ
nabee	ነቤ
waaqaa	ዋቃ
lafaan	ለፋን
isin	ኢሲን
kadhanna	ከዳነ
kan	ከን
aartan	ኣርተን
aara	ኣረ
qabbaneefadha	ቀበኔፈዳ
immimmaan	ኢሚማን
haqadhaa	ሀቀዳ
dhugaa	ዱጋ
lubbuu	ሉቡ
kanaa	ከና
olqabna	ኦልቀብነ
jedhanii	ጄዳኒ
dhugaa	ዱጋ
fudhadhaa	ፉዳዳ
jedhuuni	ጄዱኒ
jaarsoliin	ጃርሶሊን
namni	ነምኒ
lubbuu	ሉቡ
baase	ባሴ
suni	ሱኒ
yoo	ዮ
too	ቶ
annaa	አና
seeraa	ሴራ
jala	ጀለ
oole	ኦኦሌ
yeroo	ዬሮ
adabbii	አደቢ
seeraa	ሴራ
fixate	ፊጠቴ
bahutti	በሁቲ
namni	ነምኒ
waan	ዋን
kana	ከነ
hordofee	ሆርዶፌ
gumaa	ግማ
baasisu	ባሲሱ
ni	ኒ
ramadama	ረመደመ
adeemsi	አዴምሲ
seeraa	ሴራ
fi	ፊ
gumaa	ግማ
baasuu	ባሱ
kuni	ኩኒ
garuu	ገሩ
amma	አመ
fooyya	ፎየ
uus	ኡስ
himan	ሂመን
obbo	ኦብቦ
mokonnin	ሞኮኒን
duraan	ዱራን
namni	ነምኒ
lubbuu	ሉቡ
baase	ባሴ
suni	ሱኒ
adabbii	አደቢ
seeraa	ሴራ
hanga	ሀንገ
fixate	ፊጠቴ
bahutti	በሁቲ
eegameeti	ኤገሜቲ
waggaa	ወጋ
dheeraan	ዴራን
booda	ቦደ
gumaan	ግማን
kan	ከን
bahu	በሁ
amma	አመ
garuu	ገሩ
mootummaan	ሞቱማን
fooyyesseera	ፎዬሴረ
namni	ነምኒ
lubbuu	ሉቡ
baase	ባሴ
suni	ሱኒ
mana	መነ
adabaatii	አደባቲ
dhufee	ዱፌ
gumaa	ግማ
baasee	ባሴ
adabbii	አደቢ
seeraa	ሴራ
isaatti	ኢሳቲ
deebi	ዴቢ
a	አ
jedhan	ጄዳን
himatawwan	ሂመተወን
adda	አደ
akka	አከ
citan	ጪተን
taasifaman	ታሲፈመን
obbo	ኦብቦ
jawaar	ጀዋር
mahaammad	መሃመድ
dabalatee	ደበለቴ
namoota	ነሞተ
irratti	ኢረቲ
labsii	ለብሲ
bulchiinsa	ቡልቺንሰ
fi	ፊ
to	ቶ
annoo	አኖ
meeshaa	ሜሻ
waraanaa	ወራና
bu	ቡ
uura	ኡረ
godhachuun	ጎዳቹን
kan	ከን
banamanidha	በነመኒዳ
mana	መነ
murtii	ሙርቲ
olaanaa	ኦላና
federaalaa	ፌዴራላ
damee	ደሜ
lidataatti	ሊደታቲ
dhaddachi	ዳደቺ
farra	ፈረ
shororkaa	ሾሮርካ
fi	ፊ
yakkoota	የኮተ
dhimma	ዲመ
heeraa	ሄራ
tokkoffaa	ቶኮፋ
galmee	ገልሜ
obbo	ኦብቦ
jawaar	ጀዋር
m	ም
namoota	ነሞተ
jalatti	ጀለቲ
himataman	ሂመተመን
ilaalee	ኢላሌ
jira	ጂረ
manni	መኒ
murtichaa	ሙርቲቻ
dhaddacha	ዳደቸ
amma	አመ
dura	ዱረ
amajjii	አመጂ
bara	በረ
oolen	ኦኦሌን
abbaan	አባን
alangaa	አለንጋ
himatawwan	ሂመተወን
garaa	ገራ
garaa	ገራ
akka	አከ
fooyyessu	ፎዬሱ
ajaja	አጀጀ
kennee	ኬኔ
ture	ቱሬ
haa	ሃ
ta	ተ
uu	ኡ
malee	መሌ
abbaan	አባን
alangaa	አለንጋ
himatawwan	ሂመተወን
biroo	ቢሮ
fooyyessusaa	ፎዬሱሳ
beeksisus	ቤክሲሱስ
himatawwan	ሂመተወን
lakkoofsa	ለኮፍሰ
hanga	ሀንገ
jiran	ጂረን
kan	ከን
labsii	ለብሲ
bulchiinsa	ቡልቺንሰ
fi	ፊ
to	ቶ
annoo	አኖ
meeshaa	ሜሻ
waraanaa	ወራና
bu	ቡ
uura	ኡረ
godhachuun	ጎዳቹን
banaman	በነመን
fooyyessuu	ፎዬሱ
akka	አከ
hin	ሂን
barbaadne	በርባድኔ
mana	መነ
murtiitti	ሙርቲቲ
iyyateera	ኢየቴረ
manni	መኒ
murtichaas	ሙርቲቻስ
daangaan	ዳንጋን
yeroo	ዬሮ
yakkichi	የኪቺ
itti	ኢቲ
raawwatameera	ራወተሜረ
jedhame	ጄዳሜ
yeroo	ዬሮ
ce	ጬ
umsaa	ኡምሳ
kaa	ካ
ame	አሜ
waan	ዋን
ta	ተ
ef	ኤፍ
dhimmichi	ዲሚቺ
labsii	ለብሲ
kana	ከነ
jalatti	ጀለቲ
ilaalamuu	ኢላለሙ
akka	አከ
hin	ሂን
dandeenye	ደንዴኜ
murteesse	ሙርቴሴ
haaluma	ሃሉመ
kanaan	ከናን
himatawwan	ሂመተወን
labsii	ለብሲ
bulchiinsa	ቡልቺንሰ
fi	ፊ
to	ቶ
annoo	አኖ
meeshaa	ሜሻ
waraanaa	ወራና
bu	ቡ
uura	ኡረ
godhachuun	ጎዳቹን
dhiyaatan	ዲያተን
hundi	ሁንዲ
akka	አከ
addaan	አዳን
citan	ጪተን
manni	መኒ
murtichaa	ሙርቲቻ
ajajeera	አጀጄረ
himatawwan	ሂመተወን
labsii	ለብሲ
kana	ከነ
darbuun	ደርቡን
banaman	በነመን
jawaar	ጀዋር
mahaammad	መሃመድ
baqqala	በቀለ
garbaa	ገርባ
fi	ፊ
eegdoota	ኤግዶተ
obbo	ኦብቦ
jawaar	ጀዋር
dabaatee	ደባቴ
namoota	ነሞተ
kan	ከን
ilaallatu	ኢላላቱ
ture	ቱሬ
himatawwan	ሂመተወን
jaha	ጀሀ
haqamaniin	ሀቀመኒን
alatti	አለቲ
kanneen	ከኔን
tokkoffaa	ቶኮፋ
hanga	ሀንገ
afraffaa	አፍረፋ
jiran	ጂረን
seera	ሴረ
yakkaa	የካ
bara	በረ
bahe	በሄ
labsii	ለብሲ
yakka	የከ
shororkeessummaa	ሾሮርኬሱማ
ittisuu	ኢቲሱ
fi	ፊ
to	ቶ
achuuf	አቹፍ
bahe	በሄ
fi	ፊ
labsii	ለብሲ
burjaajii	ቡርጃጂ
telekoomii	ቴሌኮሚ
lakkoofsa	ለኮፍሰ
kan	ከን
ilaallatanidha	ኢላላተኒዳ
gama	ገመ
biraatin	ቢራቲን
jechi	ጄቺ
shanee	ሸኔ
jedhu	ጄዱ
himata	ሂመተ
keessatti	ኬሰቲ
eerame	ኤረሜ
nama	ነመ
dhuunfaamoo	ዱንፋሞ
garee	ገሬ
agarsiisa	አገርሲሰ
kan	ከን
jedhu	ጄዱ
abbaan	አባን
alangaa	አለንጋ
himatasaa	ሂመተሳ
keessatti	ኬሰቲ
akka	አከ
ibsu	ኢብሱ
manni	መኒ
murtichaa	ሙርቲቻ
ajaja	አጀጀ
kennee	ኬኔ
ture	ቱሬ
bu	ቡ
uura	ኡረ
kanaan	ከናን
abbaan	አባን
alangaa	አለንጋ
jechi	ጄቺ
shanee	ሸኔ
jedhu	ጄዱ
garee	ገሬ
kan	ከን
agarsiisu	አገርሲሱ
akka	አከ
ta	ተ
e	ኤ
mana	መነ
murtiif	ሙርቲፍ
ibsa	ኢብሰ
kenneera	ኬኔረ
kana	ከነ
malees	መሌስ
himatamaa	ሂመተማ
sadaffaa	ሰደፋ
obbo	ኦብቦ
hamzaa	ሀምzኣ
adaana	አዳነ
ilaalchisee	ኢላልቺሴ
miidiyaalee	ሚዲያሌ
garaagaraatti	ገራገራቲ
fayyadamuun	ፈየደሙን
uummata	ኡመተ
kakaasera	ከካሴረ
kan	ከን
jedhu	ጄዱ
miidiyaalee	ሚዲያሌ
isaan	ኢሳን
kam	ከም
akka	አከ
ta	ተ
e	ኤ
abbaan	አባን
alangaa	አለንጋ
himatasaa	ሂመተሳ
keessatti	ኬሰቲ
akka	አከ
eeru	ኤሩ
manni	መኒ
murtii	ሙርቲ
ajajee	አጀጄ
ture	ቱሬ
abbaan	አባን
alangaas	አለንጋስ
miidiyaa	ሚዲያ
omn	ኦምን
fi	ፊ
miidiyaalee	ሚዲያሌ
hawwaasummaa	ሀዋሱማ
dhuunfaasaa	ዱንፋሳ
fayyadamuun	ፈየደሙን
akka	አከ
ta	ተ
e	ኤ
himata	ሂመተ
fooyya	ፎየ
e	ኤ
irratti	ኢረቲ
himameera	ሂመሜረ
manni	መኒ
murtichaa	ሙርቲቻ
himatawwan	ሂመተወን
fooyya	ፎየ
an	አን
erga	ኤርገ
himee	ሂሜ
booda	ቦደ
himatamtootni	ሂመተምቶትኒ
yakkicha	የኪቸ
raawaachuu	ራዋቹ
fi	ፊ
dhiisuu	ዲሱ
isaanii	ኢሳኒ
akkasummas	አከሱመስ
balleessaa	በሌሳ
raawwachuu	ራወቹ
fi	ፊ
dhiisuu	ዲሱ
isaanii	ኢሳኒ
jecha	ጄቸ
fudhachuuf	ፉዳቹፍ
ture	ቱሬ
haa	ሃ
ta	ተ
u	ኡ
malee	መሌ
abukaatoowwan	አቡካቶወን
himatamtootaa	ሂመተምቶታ
jechi	ጄቺ
fuudhamuusaan	ፉዳሙሳን
duratti	ዱረቲ
himatichi	ሂመቲቺ
sirriitti	ሲሪኢቲ
fooyya	ፎየ
uusaa	ኡሳ
ilaaluuf	ኢላሉፍ
beellamni	ቤላምኒ
biraan	ቢራን
akka	አከ
kennamuf	ኬነሙፍ
gaafataniiru	ጋፈተኒሩ
manni	መኒ
murtichaas	ሙርቲቻስ
yaada	ያደ
abukaatoowwanii	አቡካቶወኒ
fudhachuun	ፉዳቹን
amajjii	አመጂ
bara	በረ
tti	ቲ
beellama	ቤላመ
qabateera	ቀበቴረ
filannoo	ፊለኖ
irratti	ኢረቲ
akka	አከ
hin	ሂን
hirmaanne	ሂርማኔ
obbo	ኦብቦ
jawaar	ጀዋር
mahaammad	መሃመድ
fi	ፊ
obbo	ኦብቦ
dajanee	ደጀኔ
xaafaa	ጣፋ
dhaddacha	ዳደቸ
har	ሀር
aa	ኣ
irratti	ኢረቲ
kan	ከን
dubbatan	ዱበተን
yemmuu	ዬሙ
ta	ተ
u	ኡ
yakka	የከ
akka	አከ
hin	ሂን
dalagnee	ደለግኔ
fi	ፊ
himatni	ሂመትኒ
irratti	ኢረቲ
dhiyaate	ዲያቴ
filannoo	ፊለኖ
keessaa	ኬሳ
isaan	ኢሳን
hambisuu	ሀምቢሱ
kan	ከን
kaayyeffate	ካዬፈቴ
ta	ተ
uu	ኡ
himan	ሂመን
nuti	ኑቲ
yakka	የከ
akka	አከ
hin	ሂን
dalagne	ደለግኔ
abbaan	አባን
alangaa	አለንጋ
ni	ኒ
beeka	ቤከ
kan	ከን
jedhan	ጄዳን
obbo	ኦብቦ
jawaar	ጀዋር
filannoo	ፊለኖ
itti	ኢቲ
aaanurratti	ኣአኑረቲ
yoo	ዮ
hirmaatan	ሂርማተን
nagaa	ነጋ
fi	ፊ
tasgabbii	ተስገቢ
biyyaaf	ቢያፍ
gaarii	ጋሪ
ta	ተ
uu	ኡ
himan	ሂመን
abbaan	አባን
seeraa	ሴራ
galmicha	ገልሚቸ
ilaalan	ኢላለን
gama	ገመ
isaaniitin	ኢሳኒቲን
himaticha	ሂመቲቸ
qulqulleessaa	ቁልቁሌሳ
akka	አከ
deemanii	ዴመኒ
fi	ፊ
yaada	ያደ
haqni	ሀቅኒ
ni	ኒ
jal	ጀል
ata	አተ
jedhu	ጄዱ
akka	አከ
hin	ሂን
qabaane	ቀባኔ
dubbataniiru	ዱበተኒሩ
obbo	ኦብቦ
jawaar	ጀዋር
miseensa	ሚሴንሰ
kan	ከን
keessatti	ኬሰቲ
ta	ተ
an	አን
kfo	ክፎ
n	ን
ibsa	ኢብሰ
torban	ቶርበን
darbe	ደርቤ
baaseen	ባሴን
haala	ሃለ
amma	አመ
jiruun	ጂሩን
filannoorratti	ፊለኖረቲ
hirmaachuun	ሂርማቹን
baay	ባይ
ee	ኤ
akka	አከ
isa	ኢሰ
rakkisu	ረኪሱ
himee	ሂሜ
ture	ቱሬ
sababni	ሰበብኒ
dhiyeesse	ዲዬሴ
tokko	ቶኮ
hogganooti	ሆገኖቲ
olaanoo	ኦላኖ
hidhamuu	ሂዳሙ
fi	ፊ
waajjiraaleen	ዋጁራሌን
jalaa	ጀላ
cufamuu	ጩፈሙ
kan	ከን
jedhudha	ጄዱዳ
obbo	ኦብቦ
jawaar	ጀዋር
mahammad	መሀመድ
fa	ፈ
i	ኢ
to	ቶ
annaa	አና
jala	ጀለ
kan	ከን
oolfaman	ኦኦልፈመን
ajjeechaa	አጄቻ
aartiisti	ኣርቲስቲ
hacaaluu	ሀጫሉ
hundeessaa	ሁንዴሳ
hordofee	ሆርዶፌ
hokkora	ሆኮረ
magaalaa	መጋላ
finfinneefi	ፊንፊኔፊ
naannoo	ናኖ
oromiyaa	ኦሮሚያ
bakkeewwan	በኬወን
garaa	ገራ
garaatti	ገራቲ
umamee	ኡመሜ
turen	ቱሬን
walqabatee	ወልቀበቴ
ture	ቱሬ
hidhaan	ሂዳን
isaanii	ኢሳኒ
yakka	የከ
waan	ዋን
raawwataniif	ራወተኒፍ
osoo	ኦሶ
hin	ሂን
taane	ታኔ
filannoo	ፊለኖ
irrati	ኢረቲ
akka	አከ
hin	ሂን
hirmaanneefi	ሂርማኔፊ
ilaalcha	ኢላልቸ
siyaasaa	ሲያሳ
isaaniin	ኢሳኒን
akka	አከ
ta	ተ
e	ኤ
irra	ኢረ
deddeebiin	ዴዴቢን
mana	መነ
murtiitti	ሙርቲቲ
dubbataa	ዱበታ
turan	ቱረን
mootummaan	ሞቱማን
garuu	ገሩ
namni	ነምኒ
sababa	ሰበበ
miseensa	ሚሴንሰ
paartii	pኣርቲ
siyaasaa	ሲያሳ
ta	ተ
eef	ኤፍ
ykn	ይክን
ilaalcha	ኢላልቸ
siyaasaa	ሲያሳ
isaatiif	ኢሳቲፍ
jecha	ጄቸ
hidhame	ሂዳሜ
hin	ሂን
jiru	ጂሩ
jechuun	ጄቹን
waakkata	ዋከተ
kamaalaan	ከማላን
dubartii	ዱበርቲ
gurraattii	ግራቲ
fi	ፊ
hidda	ሂደ
eeshiyaa	ኤሺያ
qaban	ቀበን
keessaa	ኬሳ
kan	ከን
yeroo	ዬሮ
jalqabaaf	ጀልቀባፍ
itti	ኢቲ
aantuu	ኣንቱ
pireezidantii	pኢሬzኢደንቲ
ameerikaa	አሜሪካ
taatedha	ታቴዳ
akkasumas	አከሱመስ
nama	ነመ
yeroo	ዬሮ
jalqabaaf	ጀልቀባፍ
yuunivarsiitii	ዩኡኒvአርሲቲ
gurraachotni	ግራቾትኒ
itti	ኢቲ
baratan	በረተን
howaardi	ሆዋርዲ
irraa	ኢራ
sadarkaa	ሰደርካ
kana	ከነ
irra	ኢረ
geesse	ጌሴ
tahuu	ተሁ
ishee	ኢሼ
ilaalchisee	ኢላልቺሴ
waan	ዋን
hedduun	ሄዱን
jedhameera	ጄዳሜረ
kun	ኩን
garuu	ገሩ
seenaa	ሴና
dubartii	ዱበርቲ
suuraa	ሱራ
irratti	ኢረቲ
cinaashee	ጪናሼ
jirtu	ጂርቱ
tokkooti	ቶኮቲ
lamaan	ለማን
isaaniiyyuu	ኢሳኒዩ
hiriyyoota	ሂሪዮተ
isheeti	ኢሼቲ
valaarii	vአላሪ
piippeen	pኢኢppኤን
fi	ፊ
kaaren	ካሬን
giibsi	ጊብሲ
jedhamu	ጄዳሙ
yeroon	ዬሮን
isaa	ኢሳ
bara	በረ
keessa	ኬሰ
yeroo	ዬሮ
dhalootni	ዳሎትኒ
falmitoota	ፈልሚቶተ
mirga	ሚርገ
siivilii	ሲvኢሊ
ameerikaa	አሜሪካ
keessatti	ኬሰቲ
dagaagedha	ደጋጌዳ
yeroo	ዬሮ
tokkummaadhaan	ቶኩማዳን
sirna	ሲርነ
appaartaayidii	አppኣርታይዲ
irratti	ኢረቲ
akka	አከ
addunyaatti	አዱኛቲ
