komishinichatti	ኮሚሺኒቸቲ
obbo	ኦብቦ
mokonnin	ሞኮኒን
gumaadhaan	ግማዳን
booda	ቦደ
gosti	ጎስቲ
lamaan	ለማን
kan	ከን
walfuudhu	ወልፉዱ
yoo	ዮ
ta	ተ
e	ኤ
walirraa	ወሊራ
fuudha	ፉዳ
firooma	ፊሮመ
cima	ጪመ
malee	መሌ
diinummaan	ዲኑማን
hin	ሂን
yaadamu	ያደሙ
duudhaan	ዱዳን
gumaadhaan	ግማዳን
araara	አራረ
buusuu	ቡሱ
kuni	ኩኒ
hambaa	ሀምባ
aadaa	ኣዳ
oromoon	ኦሮሞን
qabu	ቀቡ
kan	ከን
akkuma	አኩመ
guddifachaa	ግዲፈቻ
naannolee	ናኖሌ
biraattis	ቢራቲስ
babal	በበል
ataa	አታ
jirudha	ጂሩዳ
jedhan	ጄዳን
qorataan	ቆረታን
seenaa	ሴና
obbo	ኦብቦ
alamaayyoo	አለማዮ
hayilee	ሀይሌ
gumaan	ግማን
kuni	ኩኒ
aadaa	ኣዳ
miidhagaadha	ሚዳጋዳ
ummanni	ኡመኒ
oromoo	ኦሮሞ
kuni	ኩኒ
sodaa	ሶዳ
waaqaa	ዋቃ
qaba	ቀበ
lubbuu	ሉቡ
inni	ኢኒ
uume	ኡሜ
ati	አቲ
yoo	ዮ
balleesite	በሌሲቴ
xuuriidha	ጡሪዳ
cubbuudha	ጩቡዳ
oromoonimmoo	ኦሮሞኒሞ
waan	ዋን
hundumarra	ሁንዱመረ
cubbuu	ጩቡ
nisodaata	ኒሶዳተ
jedhan	ጄዳን
gumaan	ግማን
guutuu	ጉቱ
oromiyaatti	ኦሮሚያቲ
kan	ከን
hojiirra	ሆጂረ
oolaa	ኦኦላ
jiruu	ጂሩ
fi	ፊ
adeemsa	አዴምሰ
gumaa	ግማ
baasisuu	ባሲሱ
irratti	ኢረቲ
garuu	ገሩ
bakka	በከ
bakkatti	በከቲ
garaagarummaa	ገራገሩማ
akka	አከ
qabus	ቀቡስ
himan	ሂመን
obbo	ኦብቦ
alamaayyoon	አለማዮን
garaagarummaan	ገራገሩማን
haala	ሃለ
kennaati	ኬናቲ
yeroo	ዬሮ
murteessan	ሙርቴሰን
baalani	ባለኒ
moo	ሞ
maalani	ማለኒ
jedhanii	ጄዳኒ
gaafatu	ጋፈቱ
birriidhaanimoo	ቢሪኢዳኒሞ
horiidhaani	ሆሪዳኒ
jechuudha	ጄቹዳ
bakka	በከ
loonin	ሎኒን
gumaa	ግማ
kanfaluu	ከንፈሉ
hin	ሂን
dandeenyetti	ደንዴኜቲ
birriidhaan	ቢሪኢዳን
kanfalama	ከንፈለመ
jedhan	ጄዳን
godina	ጎዲነ
shawaa	ሸዋ
kaabaa	ካባ
aanaa	ኣና
waacaaleetti	ዋጫሌቲ
lafti	ለፍቲ
gumaan	ግማን
itti	ኢቲ
bahu	በሁ
boolla	ቦላ
dhiigaa	ዲጋ
jedhamu	ጄዳሙ
jira	ጂረ
wiirtuu	ዊርቱ
gumaan	ግማን
itti	ኢቲ
bahu	በሁ
kanatti	ከነቲ
waggoota	ወጎኦተ
darban	ደርበን
namoota	ነሞተ
lubbuu	ሉቡ
namaa	ነማ
balleessan	በሌሰን
jaarsa	ጃርሰ
tahanii	ተሀኒ
gumaa	ግማ
baasisaa	ባሲሳ
kan	ከን
jiran	ጂረን
obbo	ኦብቦ
mokonnin	ሞኮኒን
magarsaa	መገርሳ
adeemsa	አዴምሰ
gumaan	ግማን
ittii	ኢቲ
baafamu	ባፈሙ
akkanatti	አከነቲ
himu	ሂሙ
namni	ነምኒ
tokko	ቶኮ
itti	ኢቲ
yaadees	ያዴስ
haa	ሃ
ta	ተ
u	ኡ
tasa	ተሰ
yoo	ዮ
lubbuu	ሉቡ
namaa	ነማ
balleesse	በሌሴ
gosti	ጎስቲ
nama	ነመ
sanii	ሰኒ
dafanii	ደፈኒ
kallacha	ከላቸ
baasisee	ባሲሴ
ulfaa	ኡልፋ
baasee	ባሴ
jaarsa	ጃርሰ
biyyaa	ቢያ
kadhata	ከዳተ
elemtuu	ኤሌምቱ
qabatanii	ቀበተኒ
gaadii	ጋዲ
harkatti	ሀርከቲ
qabatanii	ቀበተኒ
farda	ፈርደ
luugamanii	ሉገመኒ
qotiyyoo	ቆቲዮ
camadanii	ጨመደኒ
dhugaa	ዱጋ
lubbuu	ሉቡ
saniitiif	ሰኒቲፍ
guyyaa	ግያ
sadii	ሰዲ
kadhatu	ከዳቱ
jedhan	ጄዳን
gosti	ጎስቲ
kuni	ኩኒ
warra	ወረ
namni	ነምኒ
isaanii	ኢሳኒ
jalaa	ጀላ
du	ዱ
e	ኤ
kana	ከነ
yoo	ዮ
kadhatanis	ከዳተኒስ
waan	ዋን
jedhanii	ጄዳኒ
kadhatantu	ከዳተንቱ
jira	ጂረ
isin	ኢሲን
warri	ወሪ
namni	ነምኒ
isin	ኢሲን
jalaa	ጀላ
miidhame	ሚዳሜ
nuuf	ኑፍ
qabbanaa	ቀበና
aa	ኣ
dhugaa	ዱጋ
lubbuu	ሉቡ
bade	በዴ
kanaa	ከና
olqabnaafi	ኦልቀብናፊ
dhugaa	ዱጋ
kana	ከነ
nurraa	ኑራ
fudhaa	ፉዳ
jedhanii	ጄዳኒ
gosa	ጎሰ
miidhamaa	ሚዳማ
sanii	ሰኒ
kadhatu	ከዳቱ
saniin	ሰኒን
booda	ቦደ
maanguddoonni	ማንግዶኒ
biyyaa	ቢያ
gidduu	ጊዱ
seenanii	ሴነኒ
hamma	ሀመ
gumaan	ግማን
bahutti	በሁቲ
balaan	በላን
dabalataa	ደበለታ
gidduu	ጊዱ
isaaniitti	ኢሳኒቲ
hin	ሂን
dabalamne	ደበለምኔ
tumaa	ቱማ
tumu	ቱሙ
jedhan	ጄዳን
obbo	ኦብቦ
mokonnin	ሞኮኒን
erga	ኤርገ
lubbuun	ሉቡን
nama	ነመ
keessanii	ኬሰኒ
isaan	ኢሳን
harkatti	ሀርከቲ
badee	በዴ
isaanis	ኢሳኒስ
isin	ኢሲን
kadhatani	ከዳተኒ
adaraa	አደራ
caffee	ጨፌ
tumaa	ቱማ
adaraa	አደራ
odaa	ኦዳ
nabee	ነቤ
waaqaa	ዋቃ
lafaan	ለፋን
isin	ኢሲን
kadhanna	ከዳነ
kan	ከን
aartan	ኣርተን
aara	ኣረ
qabbaneefadha	ቀበኔፈዳ
immimmaan	ኢሚማን
haqadhaa	ሀቀዳ
dhugaa	ዱጋ
lubbuu	ሉቡ
kanaa	ከና
olqabna	ኦልቀብነ
jedhanii	ጄዳኒ
dhugaa	ዱጋ
fudhadhaa	ፉዳዳ
jedhuuni	ጄዱኒ
jaarsoliin	ጃርሶሊን
namni	ነምኒ
lubbuu	ሉቡ
baase	ባሴ
suni	ሱኒ
yoo	ዮ
too	ቶ
annaa	አና
seeraa	ሴራ
jala	ጀለ
oole	ኦኦሌ
yeroo	ዬሮ
adabbii	አደቢ
seeraa	ሴራ
fixate	ፊጠቴ
bahutti	በሁቲ
namni	ነምኒ
waan	ዋን
kana	ከነ
hordofee	ሆርዶፌ
gumaa	ግማ
baasisu	ባሲሱ
ni	ኒ
ramadama	ረመደመ
adeemsi	አዴምሲ
seeraa	ሴራ
fi	ፊ
gumaa	ግማ
baasuu	ባሱ
kuni	ኩኒ
garuu	ገሩ
amma	አመ
fooyya	ፎየ
uus	ኡስ
himan	ሂመን
obbo	ኦብቦ
mokonnin	ሞኮኒን
duraan	ዱራን
namni	ነምኒ
lubbuu	ሉቡ
baase	ባሴ
suni	ሱኒ
adabbii	አደቢ
seeraa	ሴራ
hanga	ሀንገ
fixate	ፊጠቴ
bahutti	በሁቲ
eegameeti	ኤገሜቲ
waggaa	ወጋ
dheeraan	ዴራን
booda	ቦደ
gumaan	ግማን
kan	ከን
bahu	በሁ
amma	አመ
garuu	ገሩ
mootummaan	ሞቱማን
fooyyesseera	ፎዬሴረ
namni	ነምኒ
lubbuu	ሉቡ
baase	ባሴ
suni	ሱኒ
mana	መነ
adabaatii	አደባቲ
dhufee	ዱፌ
gumaa	ግማ
baasee	ባሴ
adabbii	አደቢ
seeraa	ሴራ
isaatti	ኢሳቲ
deebi	ዴቢ
jedhan	ጄዳን
